of	von
exceptional	außergewöhnlich
anxiety	Angst
spatial	räumlich
respondents	Befragten
considerations	Überlegungen
pays	zahlt
sunny	sonnig
delivers	liefert
je	je
necklace	Halskette
composite	zusammengesetzt
lang	lang
theaters	Theater
designing	Entwerfen
hopes	Hoffnungen
assessments	Beurteilungen
diagram	Diagramm
footwear	Schuhwerk
sg	sg
peoples	Völker
victor	Sieger
licenses	Lizenzen
ranges	Bereiche
pairs	Paare
sensitivity	Empfindlichkeit
preservation	Erhaltung
isolated	isoliert
interim	Interim
assisted	unterstützt
divine	göttlich
approve	genehmigen
compound	Verbindung
intensity	Intensität
technological	technologisch
abortion	Abtreibung
dialog	Dialog
venues	Veranstaltungsorte
blast	sprengen
addressing	Adressierung
pole	Pole
shield	Schild
membrane	Membran
desperate	verzweifelt
mothers	Mütter
demonstration	Demonstration
governmental	Regierungs
manufactured	hergestellt
candles	Kerzen
variations	Variationen
moms	Mütter
sacred	heilig
addiction	Sucht
chrome	Chrom
refused	verweigert
brake	Bremse
exterior	Außen
greeting	Gruß
ecology	Ökologie
glen	Tal
unemployment	Arbeitslosigkeit
scored	erzielter
enhancement	Erweiterung
clone	Klon
velocity	Geschwindigkeit
lambda	Lambda
composed	zusammengesetzt
tears	Tränen
oasis	Oase
cab	Taxi
fa	Fa
societies	Gesellschaften
silicon	Silizium
identical	identisch
petroleum	Petroleum
compete	konkurrieren
ist	ist
lover	Liebhaber
belong	gehören
lips	Lippen
escort	begleiten
pond	Teich
ferry	Fähre
rabbit	Hase
profession	Beruf
dam	Damm
physiology	Physiologie
exports	Ausfuhr
tire	Reifen
participant	Teilnehmer
electron	Elektron
loads	Ladungen
heather	Heidekraut
motel	Motel
unions	Gewerkschaften
treasury	Fiskus
occupied	belegt
scales	Waage
strain	Belastung
arrested	verhaftet
investigations	Untersuchungen
gained	gewonnen
laundry	Wäsche
placing	Erteilung
adjust	einstellen
assessed	bewertet
encryption	Verschlüsselung
filling	Füllung
imposed	auferlegte
silence	Schweigen
soviet	sowjetisch
possession	Besitz
treaty	Vertrag
trainer	Trainer
organ	Organ
lemon	Zitrone
darkness	Dunkelheit
span	Spanne
joke	Scherz
packing	Verpackung
statute	Satzung
rejected	abgelehnt
shelter	Schutz
chapel	Kapelle
manufacture	Herstellung
layers	Lagen
celebrate	feiern
appliance	Gerät
mixture	Mischung
rider	Fahrer
radius	Radius
impressive	beeindruckend
sheep	Schaf
architect	Architekt
lectures	Vorlesungen
wines	Weine
cups	Tassen
ash	Asche
contributors	Beiträger
salad	Salat
violations	Verletzungen
temperatures	Temperaturen
competitions	Wettbewerbe
preserve	erhalten
poem	Gedicht
staying	bleiben
easter	Ostern
theories	Theorien
repository	Repository
streams	Strom
landing	Landung
executed	hingerichtet
negotiations	Verhandlungen
realistic	realistisch
asks	fragt
synopsis	Zusammenfassung
composer	Komponist
bean	Bohne
sword	Schwert
modifications	Modifikationen
coral	Koralle
pixel	Pixel
paths	Wegen
bubble	Blase
por	por
acquire	erwerben
contrary	Gegenteil
tribune	Tribun
vessel	Schiff
acids	Säuren
viruses	Viren
stickers	Aufkleber
reactions	Reaktionen
beliefs	Glauben
squad	Kader
analyze	analysieren
divisions	Divisionen
swim	schwimmen
nano	nano
concerts	Konzerte
males	Männchen
retain	behalten
colours	Farben
execute	ausführen
tunnel	Tunnel
genres	Genre
patents	Patente
wheat	Weizen
chronicles	Chroniken
obtaining	Beschaffung
beaver	Biber
readings	Lesungen
enlargement	Erweiterung
eagles	Adler
bases	Basen
accused	Angeklagte
campaigns	Kampagnen
unity	Einheit
defines	definiert
instances	Instanzen
indigenous	einheimisch
begun	begonnen
packets	Pakete
anchor	Anker
socks	Socken
trigger	auslösen
cholesterol	Cholesterin
differential	Differential
surfaces	Oberflächen
terrible	furchtbar
routers	Router
clocks	Uhren
arthritis	Arthritis
bios	BIOS
females	Weibchen
reflects	spiegelt
taxation	Besteuerung
fever	Fieber
cuisine	Küche
surely	sicherlich
practitioners	Praktiker
theorem	Satz
inflation	Inflation
thee	dich
compounds	Verbindungen
drums	Schlagzeug
reasonably	vernünftig
bare	blank
radical	Radikale
recommends	empfiehlt
controlling	Regelung
treasure	Schatz
flame	Flamme
pit	Grube
mono	Mono
particles	Partikel
floating	schwimmend
coordinate	Koordinate
exclusively	ausschließlich
limitation	Einschränkung
struck	geschlagen
illustration	Illustration
warnings	Warnungen
construct	bauen
apps	Apps
inquiries	Anfragen
annex	annektieren
inspiration	Inspiration
freight	Fracht
eclipse	Finsternis
affects	wirkt
forecasts	Prognosen
detect	entdecken
actively	aktiv
complicated	kompliziert
injured	verletzt
expressions	Ausdrücke
ton	Tonne
courier	Kurier
hints	Hinweise
gif	gif
conflicts	Konflikte
beverage	Getränk
tribute	Tribut
immune	immun
forestry	Forstwirtschaft
barriers	Barrieren
cant	kippen
rarely	selten
offerings	Angebote
barrier	Barriere
bicycle	Fahrrad
furnishings	Einrichtung
arise	entstehen
celtic	keltisch
particle	Partikel
humidity	Feuchtigkeit
bottles	Flaschen
dm	dm
renaissance	Renaissance
ordinance	Verordnung
photographers	Fotografen
infections	Infektionen
chess	Schach
operates	arbeitet
festivals	Feste
possibilities	Möglichkeiten
duck	Ente
canal	Kanal
contributing	Beitrag
cow	Kuh
analytical	analytisch
costumes	Kostüme
strict	streng
circulation	Verkehr
offense	Delikt
assumption	Annahme
hobby	Hobby
tries	Versuche
invention	Erfindung
technician	Techniker
executives	Führungskräfte
enquiries	Anfragen
cognitive	kognitiv
exploring	erforschen
trick	Trick
enquiry	Anfrage
closure	Schließung
timber	Bauholz
volt	Volt
intense	heftig
supporters	Unterstützer
statutes	Satzung
enrolled	eingeschrieben
sensors	Sensoren
screw	Schraube
ministers	Minister
publicly	öffentlich
suffered	litt
intake	Aufnahme
butterfly	Schmetterling
mechanics	Mechanik
headers	Header
mistakes	Fehler
numerical	numerisch
defining	definieren
counting	Zählen
reflection	Betrachtung
invitation	Einladung
sodium	Natrium
hormone	Hormon
childrens	Kinder
brick	Backstein
grip	Griff
medieval	mittelalterlich
porcelain	Porzellan
captured	gefangen
decent	anständig
casting	Guss
translated	übersetzt
donna	Donna
warrior	Krieger
cabin	Kabine
scanning	Scannen
polo	Polo
copying	Kopieren
horn	Horn
journalism	Journalismus
frog	Frosch
grammar	Grammatik
intention	Absicht
tires	Reifen
undertaken	unternommen
hazard	Gefahr
episodes	Folgen
circular	kreisförmig
anger	Zorn
illustrations	Abbildungen
chances	Chancen
happiness	Glück
bizarre	bizarr
ur	ur
fruits	Früchte
identifier	Kennzeichnung
ribbon	Band
calculations	Berechnungen
jpeg	jpeg
startup	Anfang
handy	praktisch
swap	Wechsel
exempt	befreit
crops	Pflanzen
reduces	reduziert
accomplished	durchgeführt
geometry	Geometrie
impression	Eindruck
guild	Gilde
correlation	Korrelation
sim	sim
nervous	nervös
fragrance	Duft
replica	Replik
tribe	Stamm
trades	Trades
superb	hervorragend
rid	loswerden
trinity	Dreieinigkeit
handled	abgewickelt
legends	Legenden
boom	Boom
calm	Ruhe
champions	Meister
floors	Etagen
selections	Auswahlen
comparing	Vergleichen
speaks	spricht
vocational	beruflich
pharmacies	Apotheken
ln	ln
roller	Rolle
batch	Stapel
organize	organisieren
appreciated	geschätzt
alter	ändern
edges	Kanten
mixing	Vermischung
handles	Griffe
harmony	Harmonie
distinguished	vornehm
asthma	Asthma
assumptions	Annahmen
regulated	geregelt
triangle	Dreieck
amend	ändern
anticipated	erwartet
oriental	orientalisch
reward	Belohnung
hydrogen	Wasserstoff
comparable	vergleichbar
advocate	befürworten
confusion	Verwechslung
inputs	Eingänge
warranties	Garantien
genome	Genom
medal	Medaille
coaches	Trainer
vessels	Schiffe
harbour	Hafen
eco	Öko
vulnerable	verletzlich
arrange	ordnen
artistic	künstlerisch
honors	Ehrungen
reflected	reflektiert
unified	einheitlich
breed	Rasse
detector	Detektor
ignored	ignoriert
precise	präzise
evaluating	Auswertung
lip	Lippe
gather	versammeln
forming	Bildung
journalists	Journalisten
slight	leicht
indirect	indirekt
amongst	unter
foundations	Stiftungen
horizon	Horizont
nu	nu
deeply	tief
liabilities	Verbindlichkeiten
prizes	Preise
decreased	verringert
describing	beschreiben
optics	Optik
pursue	verfolgen
lightning	Blitz
ou	ou
quotations	Zitate
inspector	Inspektor
snake	Schlange
reminder	Erinnerung
searched	gesucht
plains	Flachland
insights	Einblicke
abilities	Fähigkeiten
initiated	initiiert
karaoke	Karaoke
trap	Falle
lonely	einsam
ve	ve
observe	beobachten
containers	Behälter
attitudes	Einstellungen
berry	Beere
collar	Halsband
integrate	integrieren
sociology	Soziologie
exhibits	Exponate
dies	stirbt
terrace	Terrasse
bacteria	Bakterien
ought	sollen
delicious	köstlich
traditions	Traditionen
finite	endlich
sends	sendet
durable	dauerhaft
allied	verbündet
moisture	Feuchtigkeit
transform	verwandeln
timer	Timer
tablets	Tablets
gotten	bekommen
educators	Erzieher
vegetable	Gemüse
verse	Vers
independently	unabhängig
competitors	Konkurrenz
rocket	Rakete
aye	Ja
bullet	Kugel
towers	Türme
visibility	Sichtweite
latitude	Breite
consciousness	Bewusstsein
tumor	Tumor
ugly	hässlich
deposits	Einlagen
mistress	Herrin
encounter	Begegnung
watts	Watt
forty	vierzig
tubes	Röhren
attempted	versucht
priest	Priester
analysts	Analysten
hammer	Hammer
invasion	Invasion
runner	Läufer
rows	Reihen
administered	verabreicht
notion	Begriff
spelling	Rechtschreibung
arctic	Arktis
rewards	Belohnt
beneath	unter
strengthen	stärken
defend	verteidigen
infrared	infrarot
seventh	siebte
belly	Bauch
aggressive	aggressiv
advertisements	Anzeigen
quarters	Quartier
stolen	gestohlen
determines	bestimmt
sculpture	Skulptur
poly	Poly
ears	Ohren
fist	Faust
neo	Neo
motivation	Motivation
passengers	Passagiere
consistently	konsequent
surplus	Überschuss
dig	graben
taxi	Taxi
appreciation	Anerkennung
om	om
restriction	Beschränkung
guitars	Gitarren
essence	Wesen
mighty	mächtig
humanity	Menschheit
transcription	Transkription
complications	Komplikationen
scholars	Wissenschaftler
galaxy	Galaxis
caring	Pflege
testament	Testament
dominant	Dominant
stomach	Bauch
partially	teilweise
minimize	minimieren
ranks	Reihen
debut	Debüt
generations	Generationen
tournaments	Turniere
deny	verweigern
anatomy	Anatomie
headphones	Kopfhörer
fraction	Fraktion
trio	Trio
proceeding	Vorgehen
cube	Würfel
defects	Defekte
uncertainty	Unsicherheit
breakdown	Nervenzusammenbruch
settled	geregelt
vaccine	Impfstoff
fate	Schicksal
bookings	Buchungen
republicans	Republikaner
jungle	Dschungel
zen	Zen
dis	dis
prediction	Prognose
ecological	ökologisch
oval	Oval
implies	impliziert
ser	ser
appraisal	Bewertung
prospect	Aussicht
geographical	geographisch
donor	Spender
tension	Spannung
trash	Müll
shapes	Formen
tier	Stufe
earl	Graf
homeland	Heimat
championships	Meisterschaft
breeds	Rassen
disco	Disko
aus	aus
finishing	Veredelung
emotions	Emotionen
eternal	ewig
rotation	Drehung
nam	nam
productive	produktiv
boulevard	Boulevard
pig	Schwein
metric	metrisch
penalties	Strafen
varied	abwechslungsreicher
grande	grande
actress	Darstellerin
assign	zuordnen
accommodate	unterbringen
tigers	Tiger
villages	Dörfer
shade	Schatten
chorus	Chor
rhythm	Rhythmus
digit	Ziffer
symphony	Symphonie
sudden	plötzlich
accepting	Annehmen
pools	Schwimmbäder
lyric	lyrisch
isolation	Isolierung
speeds	Geschwindigkeiten
sustained	nachhaltig
matched	abgestimmt
approximate	ungefähr
rope	Seil
rational	rational
programmer	Programmierer
fighters	Kämpfer
inherited	vererbt
incomplete	unvollständig
vocals	Gesang
fountain	Brunnen
legitimate	legitim
biographies	Biographien
investigator	Ermittler
plaintiff	Kläger
gentle	sanft
worthy	würdig
architects	Architekten
saints	Heilige
entrepreneur	Unternehmer
carries	trägt
duo	Duo
excessive	überhöht
saves	spart
regarded	angesehen
valuation	Bewertung
unexpected	unerwartet
fog	Nebel
characteristic	charakteristisch
lobby	Empfangshalle
outlined	skizzierte
enormous	enorm
karma	Karma
consist	bestehen
queens	Königinnen
academics	Wissenschaftler
tribes	Stämme
distinction	Unterscheidung
hazards	Gefahren
exemption	Befreiung
tenant	Mieter
sustainability	Nachhaltigkeit
tattoo	Tätowierung
algebra	Algebra
shadows	Schatten
silly	dumm
freely	frei
mild	mild
fur	Pelz
readily	leicht
affiliation	Zugehörigkeit
fence	Zaun
infinite	unendlich
clan	Clan
revolutionary	Revolutionär
bracelets	Armbänder
remedy	Abhilfe
breathing	Atmung
briefly	kurz
thickness	Dicke
graphical	grafische
genius	Genius
discussing	Diskussion
fighter	Kämpfer
meaningful	sinnvoll
adapted	adaptiert
estates	Ländereien
rug	Teppich
democrat	Demokrat
borough	Bezirk
maintains	hält
ka	ka
retained	beibehalten
marble	Marmor
dem	DM
meditation	Meditation
microphone	Mikrofon
combining	Vereinigung
giants	Riesen
organizing	organisieren
memo	Memo
ham	Schinken
solved	gelöst
tide	Tide
partition	Trennwand
invisible	unsichtbar
consoles	Konsolen
magnet	Magnet
translations	Übersetzungen
jaguar	Jaguar
commodity	Ware
kilometers	Kilometer
guarantees	Garantien
gothic	gotisch
cylinder	Zylinder
witch	Hexe
buck	Bock
enemies	Feinde
consultancy	Beratung
enjoying	genießen
patrol	patrouillieren
smell	Geruch
carnival	Karneval
roughly	grob
sticker	Aufkleber
promises	Versprechen
reef	Riff
divide	Teilen
consecutive	aufeinanderfolgenden
bon	bon
representations	Vorstellungen
chan	chan
tunes	Melodien
mas	mas
phrases	Sätze
kai	kai
peninsula	Halbinsel
boring	langweilig
dom	dom
speeches	Reden
reaches	erreicht
schema	Schema
catalogs	Kataloge
ministries	Ministerien
parliamentary	parlamentarisch
prefix	Präfix
savannah	Savanne
barrel	Fass
nerve	Nerv
dans	dans
planets	Planeten
deficit	Defizit
renew	erneuern
coupled	gekoppelt
circuits	Schaltungen
texture	Textur
acknowledge	bestätigen
tent	Zelt
identifies	identifiziert
qualification	Qualifikation
locks	Schlösser
miniature	Miniatur
euros	Euro
pirates	Piraten
aerial	Antenne
hawk	Falke
consequence	Folge
systematic	systematisch
perceived	wahrgenommen
origins	Ursprünge
hired	gemietet
makeup	bilden
ui	ui
weights	Gewichte
geological	geologisch
lasting	dauerhaft
wicked	böse
introduces	einleitet
pushed	geschoben
ro	ro
slope	Steigung
poet	Dichter
conspiracy	Verschwörung
theology	Theologie
nails	Nägel
evident	offensichtlich
rides	Fahrten
epic	Epos
organizer	Veranstalter
allergy	Allergie
sake	Sake
combinations	Kombinationen
preceding	vorangestellt
merit	verdienen
enzyme	Enzym
planes	Flugzeuge
disks	Scheiben
amplifier	Verstärker
arbitrary	willkürlich
prominent	prominent
sans	sans
builds	baut
contacted	kontaktiert
shaft	Welle
lean	lehnen
occasional	gelegentlich
innovations	Innovationen
reviewing	Überprüfung
panic	Panik
citizenship	Staatsbürgerschaft
excuse	Ausrede
reforms	Reformen
onion	Zwiebel
sandwich	Sandwich
alto	Alt
hierarchy	Hierarchie
abandoned	verlassen
circles	Kreise
beats	Beats
merry	fröhlich
cult	Kult
dash	Strich
passive	passiv
valued	geschätzt
cage	Käfig
courage	Mut
elevation	Elevation
lap	Runde
utilization	Nutzung
beverages	Getränke
ping	Klingeln
entertaining	unterhaltsam
prerequisite	Voraussetzung
frontier	Grenze
refugees	Flüchtlinge
knights	Ritter
hypothesis	Hypothese
medicines	Medikamente
altered	geändert
doctrine	Lehre
scenic	szenisch
enhancements	Erweiterungen
intersection	Überschneidung
sewing	Nähen
collectors	Sammler
recognised	anerkannt
rage	Rage
prix	prix
astrology	Astrologie
advisors	Berater
pavilion	Pavillon
tactics	Taktik
supplemental	Zusatz
talented	talentiert
pillow	Kissen
spreading	Verbreitung
provinces	Provinzen
steal	stehlen
parcel	Paket
incidence	Vorfall
fears	Ängste
predict	vorhersagen
flavor	Geschmack
hungry	hungrig
metallic	metallisch
interference	Interferenz
warriors	Krieger
atmospheric	atmosphärisch
halo	Heiligenschein
parental	Eltern
referenced	verwiesen
strikes	Streiks
ant	Ameise
proposition	Vorschlag
apt	geeignet
dealt	behandelt
trader	Händler
thrown	geworfen
criterion	Kriterium
badge	Abzeichen
civilization	Zivilisation
heath	Heide
tremendous	enorm
performs	führt
realm	Reich
corrected	korrigiert
helmet	Helm
encountered	angetroffen
tsunami	Tsunami
scholar	Gelehrte
surrounded	umgeben
geology	Geologie
creatures	Kreaturen
cleared	gelöscht
accomplish	erreichen
corners	Ecken
vegetarian	Vegetarier
yeast	Hefe
pas	pas
investigated	sucht
ambassador	Botschafter
coated	beschichtete
doom	Untergang
routines	Routinen
beings	Wesen
reliance	Vertrauen
myth	Mythos
brook	Bach
fu	fu
phenomenon	Phänomen
ensemble	Ensemble
assured	versicherte
conscious	bewusst
accent	Akzent
wives	Ehefrauen
utilize	nutzen
pledge	Versprechen
vampire	Vampir
dock	Dock
organised	organisiert
musician	Musiker
limiting	Begrenzung
restored	restauriert
hint	Hinweis
armor	Rüstung
remark	Anmerkung
dozens	Dutzende
varies	variiert
reasoning	Argumentation
guards	Wächter
openings	Öffnungen
replacing	Ersetzung
researcher	Forscher
councils	Räte
occupations	Berufe
acknowledged	anerkannt
pork	Schweinefleisch
zu	zu
equilibrium	Gleichgewicht
pipes	Rohre
cottages	Hütten
merge	verschmelzen
privilege	Privileg
develops	entwickelt
chassis	Chassis
estimation	Einschätzung
barn	Scheune
frost	Frost
institutes	Institute
mold	Schimmel
dame	Freifrau
yacht	Yacht
prefers	bevorzugt
drilling	Bohrung
herb	Kraut
breach	Bruch
whale	Wal
traveller	Reisende
appropriations	Mittel
suspected	vermutlich
tomatoes	Tomaten
instructors	Lehrer
momentum	Schwung
fin	Flosse
pastor	Pastor
mud	Schlamm
emerald	Smaragd
grows	wächst
tract	Traktat
ul	ul
ballet	Ballett
journalist	Journalist
religions	Religionen
garlic	Knoblauch
shine	scheinen
explosion	Explosion
briefs	Slip
signatures	Unterschriften
ozone	Ozon
disciplines	Disziplinen
casa	casa
conversations	Gespräche
radios	Radios
tariff	Tarif
simplified	vereinfachte
muscles	Muskeln
swift	schnell
vagina	Vagina
champagne	Champagner
deviation	Abweichung
samba	Samba
employ	beschäftigen
penguin	Pinguin
magical	magisch
influences	Einflüsse
inspections	Inspektionen
irrigation	Bewässerung
miracle	Wunder
hydraulic	hydraulisch
penetration	Penetration
wound	Wunde
belle	Schöne
rosa	rosa
conviction	Überzeugung
lazy	faul
qualities	Qualitäten
fathers	Väter
charging	Lade
importantly	wichtig
petite	zierlich
apparatus	Gerät
terrain	Terrain
explaining	Erläuterung
strips	Streifen
nomination	Nominierung
empirical	empirisch
worm	Wurm
dependence	Abhängigkeit
discrete	diskret
beginner	Anfänger
lid	Deckel
sexuality	Sexualität
sapphire	Saphir
privileges	Privilegien
specializing	spezialisiert
marking	Markierung
sheriff	Sheriff
declined	abgelehnt
spies	Spion
motorcycles	Motorräder
elect	wählen
highways	Autobahnen
concentrate	konzentrieren
intimate	intim
molecules	Moleküle
rounds	Runde
refrigerator	Kühlschrank
intervals	Intervalle
sentences	Sätze
holocaust	Holocaust
flyer	Flieger
peas	Erbsen
dosage	Dosierung
variance	Unterschied
navigator	Navigator
needle	Nadel
baths	Bad
brakes	Bremsen
og	og
ko	ko
owns	besitzt
destiny	Schicksal
landscapes	Landschaften
computation	Berechnung
hay	Heu
salvation	Heil
predictions	Vorhersagen
learners	Lern
token	Zeichen
zinc	Zink
sacrifice	Opfern
seekers	Sucher
guru	Guru
suited	geeignet
numeric	numerisch
anthropology	Anthropologie
emperor	Kaiser
grad	grad
belts	Gürtel
blacks	Schwarze
educated	gebildet
proudly	stolz
necessity	Notwendigkeit
curves	Kurven
touring	Touren
vertex	Scheitel
tomato	Tomate
travels	Reisen
pale	blass
functioning	Funktion
economies	Wirtschaft
undertake	unternehmen
declare	erklären
valves	Ventile
gaps	Lücken
achievements	Erfolge
tear	reißen
teaches	lehrt
nil	Null
stranger	Fremder
nest	Nest
tribunal	Gericht
ruled	ausgeschlossen
pensions	Pensionen
prayers	Gebete
cop	Polizist
adolescent	Jugendliche
nominations	Nominierungen
banana	Banane
introductory	einleitend
reservoir	Reservoir
occurrence	Auftreten
idol	Idol
bloody	blutig
remind	erinnern
charming	reizend
tooth	Zahn
respected	respektierte
stays	Aufenthalte
affair	Affäre
restrict	beschränken
mines	Minen
portraits	Porträts
interpreted	interpretiert
evaluations	Auswertungen
elimination	Beseitigung
metres	Meter
hypothetical	hypothetisch
helicopter	Hubschrauber
pencil	Bleistift
performer	Künstler
commissions	Provisionen
sphere	Kugel
moss	Moos
ratios	Verhältnisse
concord	Eintracht
graduated	graduierte
endorsed	unterstützt
surprising	überraschend
lance	Lanze
ladder	Leiter
cork	Kork
senators	Senatoren
bleeding	Blutung
characterization	Charakterisierung
likelihood	Wahrscheinlichkeit
lanes	Bahnen
fundamentals	Grundlage
contamination	Kontamination
dome	Kuppel
bless	segnen
negotiation	Verhandlung
crest	Kamm
opponents	Gegner
triumph	Triumph
nominated	nominiert
welding	Schweißen
orgasm	Orgasmus
alloy	Legierung
plots	Stellplätze
gently	sanft
locking	Sperrung
controversial	umstritten
draws	Unentschieden
fridge	Kühlschrank
blades	Klingen
loops	Schlaufen
surge	Schwall
trauma	Trauma
advert	Inserat
defensive	Defensive
forbidden	verboten
vanilla	Vanille
programmers	Programmierer
monitored	überwacht
installations	Installationen
souls	Seelen
motivated	motiviert
dumb	Dumm
hollow	hohl
vault	Gewölbe
groove	Rille
revelation	Offenbarung
pursuit	Verfolgung
delegation	Delegation
wires	Drähte
dictionaries	Wörterbücher
transparency	Transparenz
orbit	Orbit
currencies	Währungen
niger	Niger
positioning	Positionierung
colony	Kolonie
cannon	Kanone
circus	Zirkus
promoted	gefördert
trout	Forelle
feat	Leistung
temporarily	vorübergehend
cooked	gekocht
transmit	übertragen
frequencies	Frequenzen
reflections	Reflexionen
hunger	Hunger
municipality	Gemeinde
detective	Detektiv
cement	Zement
experiencing	erleben
fireplace	Kamin
endorsement	Billigung
textiles	Textilien
missile	Rakete
psychiatry	Psychiatrie
assists	Assists
auditor	Rechnungsprüfer
violin	Geige
prophet	Prophet
oxide	Oxid
magnificent	ausgezeichnet
promptly	sofort
adaptation	Anpassung
harmful	schädlich
sexually	sexuell
enclosure	Gehege
glucose	Glucose
norm	Norm
playback	Wiedergabe
turtle	Schildkröte
distances	Entfernungen
absorption	Absorption
treasures	Schätze
fossil	Fossil
badly	schlecht
communist	Kommunist
entrepreneurs	Unternehmer
robots	Roboter
foul	Foul
biodiversity	Biodiversität
excitement	Aufregung
verbal	verbal
seas	Meere
mysterious	mysteriös
novelty	Neuheit
tiles	Fliesen
librarian	Bibliothekar
switched	schaltet
ru	ru
pose	Pose
grams	Gramm
therapist	Therapeut
budgets	Budget
goat	Ziege
render	machen
sail	Segel
commissioners	Kommissare
dense	dicht
brave	mutig
forwarding	Spedition
awful	furchtbar
airplane	Flugzeug
organisms	Organismen
telescope	Fernrohr
asbestos	Asbest
advancement	Förderung
willow	Weide
resumes	Bewerbungen
existed	existierte
generators	Generatoren
generates	erzeugt
potatoes	Kartoffeln
thorough	gründlich
receptors	Rezeptoren
optimum	Optimum
creature	Kreatur
lone	einsam
subtle	subtil
stripes	Streifen
firmware	Firmware
shepherd	Schäfer
cradle	Wiege
chancellor	Kanzler
flour	Mehl
controversy	Kontroverse
legendary	legendär
choir	Chor
avoiding	Vermeidung
beautifully	schön
expects	erwartet
jumping	Springen
fabrics	Stoffe
polymer	Polymer
hygiene	Hygiene
virtue	Tugend
surgeons	Chirurgen
mandate	Mandat
corpus	Korpus
terminology	Terminologie
gentleman	Gentleman
convicted	verurteilt
jets	Jet
indices	Indizes
qui	qui
threatening	bedrohlich
activists	Aktivisten
prisoner	Häftling
encourages	ermutigt
assembled	gebaut
terminals	Terminals
crude	roh
examines	Untersucht
viking	Wikinger
cleanup	Aufräumen
conditional	bedingt
attacked	angegriffen
arrives	kommt
translator	Übersetzer
automobiles	Automobil
tractor	Traktor
continent	Kontinent
fares	Tarife
longitude	Längengrad
hoped	hoffte
insertion	Einfügung
constraint	Zwang
strengthening	Stärkung
wishing	wünschen
insulation	Isolierung
infringement	Verletzung
bent	gebogen
subjective	subjektiv
monsters	Monster
asylum	Asyl
stake	Anteil
cocktail	Cocktail
varieties	Sorten
poison	Gift
dominated	dominiert
costly	teuer
derivatives	Derivate
prevents	verhindert
rifle	Gewehr
racism	Rassismus
interpret	interpretieren
accord	Übereinstimmung
modest	bescheiden
gamers	Spieler
sorting	Sortierung
liaison	Liaison
bulbs	Glühbirnen
tourists	Touristen
behaviors	Verhaltensweisen
clarify	klären
waist	Taille
attributed	zugeschrieben
owl	Eule
crystals	Kristalle
exceeds	überschreitet
complementary	komplementär
battles	Kämpfe
bitter	bitter
memorandum	Memorandum
dragons	Drachen
din	Lärm
incredibly	unglaublich
delegates	Delegierte
psychiatric	psychiatrisch
teenagers	Jugendliche
courtyard	Hof
presidents	Präsidenten
depart	abfahren
expressly	ausdrücklich
lily	Lilie
oversight	Aufsicht
resin	Harz
allies	Alliierte
preserved	konserviert
crossed	gekreuzt
ascending	aufsteigend
nominal	nominal
decay	zerfallen
quartz	Quarz
registers	Register
eighth	achte
authorised	autorisiert
improves	verbessert
advocates	Befürworter
phenomena	Phänomene
tilt	Neigung
granite	Granit
masses	Volk
athlete	Athlet
franc	Franc
similarity	Ähnlichkeit
leak	Leck
adviser	Berater
booklet	Broschüre
expecting	erwartet
turnover	Umsatz
urine	Urin
towel	Handtuch
ginger	Ingwer
chromosome	Chromosom
als	als
flies	Fliegen
competence	Kompetenz
crying	Weinen
amateurs	Amateure
crane	Kran
investigating	Untersuchung
rotten	faul
habit	Gewohnheit
honour	Ehre
protects	schützt
iris	Iris
manages	verwaltet
erosion	Erosion
carpenter	Zimmermann
khan	Khan
insufficient	unzureichend
formulation	Formulierung
clever	klug
lords	Herren
enjoyable	angenehm
crescent	Halbmond
sixty	sechzig
concentrated	konzentriert
distinguish	unterscheiden
ei	ei
projections	Projektionen
spark	Funke
securing	Sicherung
pathway	Weg
detectors	Detektoren
spike	Spitze
ingredient	Zutat
curtain	Vorhang
disclosed	offenbart
tactical	taktisch
pilots	Piloten
expedition	Expedition
operative	operativ
humour	Humor
mol	mol
imprint	Impressum
assisting	Unterstützung
defect	Defekt
poorly	schlecht
goddess	Göttin
observers	Beobachter
magnets	Magneten
formulas	Formeln
spacious	geräumig
argues	argumentiert
soils	Böden
organs	Organe
det	det
loyalty	Loyalität
faithful	treu
offence	Delikt
lithium	Lithium
leap	Sprung
founding	Gründung
swan	Schwan
planting	Pflanzung
covenant	Bündnis
archaeology	Archäologie
sailor	Matrose
cares	Sorgen
sanctuary	Heiligtum
statue	Statue
quotation	Zitat
majors	Majors
manipulation	Manipulation
bells	Glocken
toxicity	Toxizität
transmitter	Sender
neighborhoods	Nachbarschaften
trophy	Trophäe
emotion	Emotion
sights	Sehenswürdigkeiten
uniforms	Uniformen
wounded	verwundet
derivative	Derivat
occupancy	Belegung
doses	Dosen
educate	erziehen
prejudice	Vorurteil
technicians	Techniker
probable	wahrscheinlich
issuance	Ausgabe
decoration	Dekoration
nationals	Angehörige
trojan	Trojaner
assistants	Assistenten
counselor	Berater
enacted	erlassen
unstable	instabil
urged	gedrängt
reflecting	reflektierenden
gaining	Gewinnung
definitive	endgültig
traveled	gereist
adapt	anpassen
accession	Beitritt
regulator	Regler
fuels	Brennstoffe
soy	Soja
neat	ordentlich
naming	Benennung
stern	Stern
crafted	gearbeitete
idiot	Dummkopf
comprised	besteht
aliens	Aliens
edits	Änderungen
raven	Rabe
dwelling	Wohnung
symbolic	symbolisch
angles	Winkel
pressures	Drücke
venus	Venus
